5,1,1,2.0,30,1,0.034584999084472656,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,45,1,0.00858306884765625,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,60,1,0.008538007736206055,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,75,1,0.008941173553466797,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,30,1,0.007663249969482422,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,45,1,0.007605075836181641,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,60,1,0.007570028305053711,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,75,1,0.008083343505859375,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,30,1,0.008590221405029297,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,45,1,0.008634090423583984,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,60,1,0.008215188980102539,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,75,1,0.007445096969604492,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,30,1,0.04430222511291504,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,45,1,0.007710933685302734,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,60,1,0.00810384750366211,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,75,1,0.0074770450592041016,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,30,1,0.007564067840576172,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,45,1,0.007601261138916016,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,60,1,0.007560014724731445,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,75,1,0.0072479248046875,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,30,1,0.0069310665130615234,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,45,1,0.007369041442871094,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,60,1,0.006936788558959961,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,75,1,0.015117168426513672,Truck,0,4,1,3,2,0,Drones
5,1,1,1.0,30,1,0.04007863998413086,Truck,0,4,1,3,2,0,Drones
5,1,1,1.0,45,1,0.008330106735229492,Truck,0,4,1,3,2,0,Drones
5,1,1,1.0,60,1,0.008632898330688477,Truck,0,4,1,3,2,0,Drones
5,1,1,1.0,75,1,0.009601116180419922,Truck,0,4,1,3,2,0,Drones
5,1,1,1.25,30,1,0.009243965148925781,Truck,0,4,1,3,2,0,Drones
5,1,1,1.25,45,1,0.008942127227783203,Truck,0,4,1,3,2,0,Drones
5,1,1,1.25,60,1,0.008822202682495117,Truck,0,4,1,3,2,0,Drones
5,1,1,1.25,75,1,0.0076999664306640625,Truck,0,4,1,3,2,0,Drones
5,1,1,1.5,30,1,0.00768589973449707,Truck,0,4,1,3,2,0,Drones
5,1,1,1.5,45,1,0.007374763488769531,Truck,0,4,1,3,2,0,Drones
5,1,1,1.5,60,1,0.0078122615814208984,Truck,0,4,1,3,2,0,Drones
5,1,1,1.5,75,1,0.009823083877563477,Truck,0,4,1,3,2,0,Drones
5,1,1,1.75,30,1,0.009305238723754883,Truck,0,4,1,3,2,0,Drones
5,1,1,1.75,45,1,0.007025957107543945,Truck,0,4,1,3,2,0,Drones
5,1,1,1.75,60,1,0.006925106048583984,Truck,0,4,1,3,2,0,Drones
5,1,1,1.75,75,1,0.008342981338500977,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,30,1,0.01282811164855957,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,45,1,0.00894308090209961,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,60,1,0.008906841278076172,Truck,0,4,1,3,2,0,Drones
5,1,1,2.0,75,1,0.0077822208404541016,Truck,0,4,1,3,2,0,Drones
5,1,2,1.0,30,1,0.007959842681884766,Truck,0,4,1,3,2,0,Drones
5,1,2,1.0,45,1,0.007225751876831055,Truck,0,4,1,3,2,0,Drones
5,1,2,1.0,60,1,0.008455991744995117,Truck,0,4,1,3,2,0,Drones
5,1,2,1.0,75,1,0.007209062576293945,Truck,0,4,1,3,2,0,Drones
5,1,2,1.25,30,1,0.007859945297241211,Truck,0,4,1,3,2,0,Drones
5,1,2,1.25,45,1,0.007174015045166016,Truck,0,4,1,3,2,0,Drones
5,1,2,1.25,60,1,0.008061885833740234,Truck,0,4,1,3,2,0,Drones
5,1,2,1.25,75,1,0.007842063903808594,Truck,0,4,1,3,2,0,Drones
5,1,2,1.5,30,1,0.007482051849365234,Truck,0,4,1,3,2,0,Drones
5,1,2,1.5,45,1,0.007909059524536133,Truck,0,4,1,3,2,0,Drones
5,1,2,1.5,60,1,0.007250070571899414,Truck,0,4,1,3,2,0,Drones
5,1,2,1.5,75,1,0.007163047790527344,Truck,0,4,1,3,2,0,Drones
5,1,2,1.75,30,1,0.007055044174194336,Truck,0,4,1,3,2,0,Drones
5,1,2,1.75,45,1,0.011664152145385742,Truck,0,4,1,3,2,0,Drones
5,1,2,1.75,60,1,0.00725102424621582,Truck,0,4,1,3,2,0,Drones
5,1,2,1.75,75,1,0.007935285568237305,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,30,1,0.007521152496337891,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,45,1,0.0074079036712646484,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,60,1,0.008359909057617188,Truck,0,4,1,3,2,0,Drones
5,1,2,2.0,75,1,0.007183074951171875,Truck,0,4,1,3,2,0,Drones
