5,1,3,1.0,30,1,0.007231950759887695,Truck,0,4,1,3,2,0,Drones
5,1,3,1.0,45,1,0.0071201324462890625,Truck,0,4,1,3,2,0,Drones
5,1,3,1.0,60,1,0.00728297233581543,Truck,0,4,1,3,2,0,Drones
5,1,3,1.0,75,1,0.0070858001708984375,Truck,0,4,1,3,2,0,Drones
5,1,3,1.25,30,1,0.007201194763183594,Truck,0,4,1,3,2,0,Drones
5,1,3,1.25,45,1,0.007200002670288086,Truck,0,4,1,3,2,0,Drones
5,1,3,1.25,60,1,0.007152080535888672,Truck,0,4,1,3,2,0,Drones
5,1,3,1.25,75,1,0.007250785827636719,Truck,0,4,1,3,2,0,Drones
5,1,3,1.5,30,1,0.007359027862548828,Truck,0,4,1,3,2,0,Drones
5,1,3,1.5,45,1,0.007036924362182617,Truck,0,4,1,3,2,0,Drones
5,1,3,1.5,60,1,0.007049083709716797,Truck,0,4,1,3,2,0,Drones
5,1,3,1.5,75,1,0.0069658756256103516,Truck,0,4,1,3,2,0,Drones
5,1,3,1.75,30,1,0.007154941558837891,Truck,0,4,1,3,2,0,Drones
5,1,3,1.75,45,1,0.007354021072387695,Truck,0,4,1,3,2,0,Drones
5,1,3,1.75,60,1,0.008086919784545898,Truck,0,4,1,3,2,0,Drones
5,1,3,1.75,75,1,0.007071971893310547,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,30,1,0.007105112075805664,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,45,1,0.007124900817871094,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,60,1,0.0070438385009765625,Truck,0,4,1,3,2,0,Drones
5,1,3,2.0,75,1,0.007187843322753906,Truck,0,4,1,3,2,0,Drones
