10,1,3,1.25,45,1,0.08488821983337402,Truck,0,1,7,3,9,6,4,5,0,Drones,4-8-5,5-2-0
10,1,3,1.25,60,1,0.13387537002563477,Truck,0,1,7,3,9,6,4,2,0,Drones,4-5-2,4-8-2
10,1,3,1.25,75,1,0.17687606811523438,Truck,0,4,8,9,3,7,1,0,Drones,0-2-4,0-5-4,8-6-9
10,1,3,1.5,30,1,0.05633711814880371,Truck,0,2,8,4,6,9,3,7,1,0,Drones,2-5-8
10,1,3,1.5,45,1,0.07091617584228516,Truck,0,1,7,3,9,6,4,5,0,Drones,4-8-5,5-2-0
10,1,3,1.5,60,1,0.10043621063232422,Truck,0,1,7,3,9,6,4,2,0,Drones,4-5-2,4-8-2
10,1,3,1.5,75,1,0.17887306213378906,Truck,0,4,8,9,3,7,1,0,Drones,0-2-4,0-5-4,8-6-9
10,1,3,1.75,30,1,0.056205034255981445,Truck,0,2,8,4,6,9,3,7,1,0,Drones,2-5-8
10,1,3,1.75,45,1,0.07079410552978516,Truck,0,1,7,3,9,6,4,5,0,Drones,4-8-5,5-2-0
10,1,3,1.75,60,1,0.09968876838684082,Truck,0,1,7,3,9,6,4,2,0,Drones,4-5-2,4-8-2
10,1,3,1.75,75,1,0.1766672134399414,Truck,0,4,8,9,3,7,1,0,Drones,0-2-4,0-5-4,8-6-9
10,1,3,2.0,30,1,0.0562281608581543,Truck,0,2,8,4,6,9,3,7,1,0,Drones,2-5-8
10,1,3,2.0,45,1,0.06983709335327148,Truck,0,1,7,3,9,6,4,5,0,Drones,4-8-5,5-2-0
10,1,3,2.0,60,1,0.10224604606628418,Truck,0,1,7,3,9,6,4,2,0,Drones,4-5-2,4-8-2
10,1,3,2.0,75,1,0.17666196823120117,Truck,0,4,8,9,3,7,1,0,Drones,0-2-4,0-5-4,8-6-9
