25,1,0,1,0,1,0.6804380416870117,Truck,0,1,10,19,12,7,24,5,20,2,13,15,17,18,21,6,16,3,14,23,8,11,22,9,4,0,Drones
25,1,2,1.75,60,1,59.8103289604187,Truck,0,4,10,12,22,11,8,23,16,21,17,2,0,Drones,2-6-0,2-20-0,4-1-10,4-9-10,10-5-12,10-24-12,12-7-22,12-19-22,17-13-2,17-15-2,21-18-17,23-3-16,23-14-16
25,1,2,1.75,75,1,238.19806694984436,Truck,0,4,11,8,16,18,1,19,10,0,Drones,1-5-19,1-24-19,4-9-11,4-22-11,8-3-16,8-21-16,10-2-0,10-6-0,11-14-8,11-23-8,16-15-18,16-17-18,18-13-1,18-20-1,19-7-10,19-12-10
25,1,2,2.0,30,1,1.473506212234497,Truck,0,4,9,22,11,8,23,14,3,6,21,18,15,2,20,5,24,7,12,19,10,1,0,Drones,3-16-6,15-13-2,18-17-15
25,1,2,2.0,45,1,20.230637788772583,Truck,0,10,19,24,5,20,17,18,21,3,14,8,11,22,9,4,0,Drones,0-1-10,14-23-8,17-15-18,19-7-24,19-12-24,20-2-17,20-13-17,21-6-3,21-16-3
25,1,2,2.0,60,1,50.54969501495361,Truck,0,4,10,12,22,11,8,23,16,21,17,2,0,Drones,2-6-0,2-20-0,4-1-10,4-9-10,10-5-12,10-24-12,12-7-22,12-19-22,17-13-2,17-15-2,21-18-17,23-3-16,23-14-16
25,1,2,2.0,75,1,204.5662920475006,Truck,0,4,11,8,16,18,1,19,10,0,Drones,1-5-19,1-24-19,4-9-11,4-22-11,8-3-16,8-21-16,10-2-0,10-6-0,11-14-8,11-23-8,16-15-18,16-17-18,18-13-1,18-20-1,19-7-10,19-12-10
25,1,3,1.0,30,1,1.3144030570983887,Truck,0,4,9,22,11,8,23,14,3,6,21,18,15,2,20,5,24,7,12,19,10,1,0,Drones,3-16-6,15-13-2,18-17-15
25,1,3,1.0,45,1,16.214179039001465,Truck,0,4,9,22,11,8,23,14,3,21,18,17,20,5,24,19,10,0,Drones,3-16-21,10-1-0,10-2-0,10-6-0,17-13-20,17-15-20,24-7-19,24-12-19
25,1,3,1.0,60,1,40.396477937698364,Truck,0,4,10,12,22,11,8,23,16,18,17,2,0,Drones,2-6-0,2-9-0,2-20-0,10-1-12,10-5-12,10-24-12,12-7-22,12-19-22,16-21-18,17-13-2,17-15-2,23-3-16,23-14-16
25,1,3,1.0,75,1,337.1840817928314,Truck,0,4,11,8,16,18,1,19,0,Drones,1-2-19,1-5-19,1-24-19,4-9-11,4-22-11,8-3-16,8-14-16,8-23-16,16-6-18,16-17-18,16-21-18,18-13-1,18-15-1,18-20-1,19-7-0,19-10-0,19-12-0
25,1,3,1.25,30,1,2.0660359859466553,Truck,0,4,9,22,11,8,23,14,3,6,21,18,15,2,20,5,24,7,12,19,10,1,0,Drones,3-16-6,15-13-2,18-17-15
25,1,3,1.25,45,1,19.87010097503662,Truck,0,4,9,22,11,8,23,14,3,21,18,17,20,5,24,19,10,0,Drones,3-16-21,10-1-0,10-2-0,10-6-0,17-13-20,17-15-20,24-7-19,24-12-19
25,1,3,1.25,60,1,46.67086601257324,Truck,0,4,10,12,22,11,8,23,16,18,17,2,0,Drones,2-6-0,2-9-0,2-20-0,10-1-12,10-5-12,10-24-12,12-7-22,12-19-22,16-21-18,17-13-2,17-15-2,23-3-16,23-14-16
25,1,3,1.25,75,1,322.5783338546753,Truck,0,4,11,8,16,18,1,19,0,Drones,1-2-19,1-5-19,1-24-19,4-9-11,4-22-11,8-3-16,8-14-16,8-23-16,16-6-18,16-17-18,16-21-18,18-13-1,18-15-1,18-20-1,19-7-0,19-10-0,19-12-0
25,1,3,1.5,30,1,1.2521870136260986,Truck,0,4,9,22,11,8,23,14,3,6,21,18,15,2,20,5,24,7,12,19,10,1,0,Drones,3-16-6,15-13-2,18-17-15
25,1,3,1.5,45,1,27.354103088378906,Truck,0,4,9,22,11,8,23,14,3,21,18,17,20,5,24,19,10,0,Drones,3-16-21,10-1-0,10-2-0,10-6-0,17-13-20,17-15-20,24-7-19,24-12-19
25,1,3,1.5,60,1,39.13962697982788,Truck,0,4,10,12,22,11,8,23,16,18,17,2,0,Drones,2-6-0,2-9-0,2-20-0,10-1-12,10-5-12,10-24-12,12-7-22,12-19-22,16-21-18,17-13-2,17-15-2,23-3-16,23-14-16
25,1,3,1.5,75,1,246.34384417533875,Truck,0,4,11,8,16,18,1,19,0,Drones,1-2-19,1-5-19,1-24-19,4-9-11,4-22-11,8-3-16,8-14-16,8-23-16,16-6-18,16-17-18,16-21-18,18-13-1,18-15-1,18-20-1,19-7-0,19-10-0,19-12-0
25,1,3,1.75,30,1,49.11982178688049,Truck,0,4,9,22,11,8,23,14,3,6,21,18,15,2,20,5,24,7,12,19,10,1,0,Drones,3-16-6,15-13-2,18-17-15
25,1,3,1.75,45,1,24.49360203742981,Truck,0,4,9,22,11,8,23,14,3,21,18,17,20,5,24,19,10,0,Drones,3-16-21,10-1-0,10-2-0,10-6-0,17-13-20,17-15-20,24-7-19,24-12-19
25,1,3,1.75,60,1,45.65497803688049,Truck,0,4,10,12,22,11,8,23,16,18,17,2,0,Drones,2-6-0,2-9-0,2-20-0,10-1-12,10-5-12,10-24-12,12-7-22,12-19-22,16-21-18,17-13-2,17-15-2,23-3-16,23-14-16
25,1,3,1.75,75,1,256.12156105041504,Truck,0,4,11,8,16,18,1,19,0,Drones,1-2-19,1-5-19,1-24-19,4-9-11,4-22-11,8-3-16,8-14-16,8-23-16,16-6-18,16-17-18,16-21-18,18-13-1,18-15-1,18-20-1,19-7-0,19-10-0,19-12-0
25,1,3,2.0,30,1,1.603564977645874,Truck,0,4,9,22,11,8,23,14,3,6,21,18,15,2,20,5,24,7,12,19,10,1,0,Drones,3-16-6,15-13-2,18-17-15
25,1,3,2.0,45,1,16.03690195083618,Truck,0,4,9,22,11,8,23,14,3,21,18,17,20,5,24,19,10,0,Drones,3-16-21,10-1-0,10-2-0,10-6-0,17-13-20,17-15-20,24-7-19,24-12-19
25,1,3,2.0,60,1,33.71218299865723,Truck,0,4,10,12,22,11,8,23,16,18,17,2,0,Drones,2-6-0,2-9-0,2-20-0,10-1-12,10-5-12,10-24-12,12-7-22,12-19-22,16-21-18,17-13-2,17-15-2,23-3-16,23-14-16
25,1,3,2.0,75,1,223.11263298988342,Truck,0,4,11,8,16,18,1,19,0,Drones,1-2-19,1-5-19,1-24-19,4-9-11,4-22-11,8-3-16,8-14-16,8-23-16,16-6-18,16-17-18,16-21-18,18-13-1,18-15-1,18-20-1,19-7-0,19-10-0,19-12-0
